ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
HND,Honduras,total,Sanitation,2017,1.90328,179460.866,Faecal sludge treated
HRV,Croatia,total,Sanitation,2017,10.15789,424888.9992,Faecal sludge treated
HUN,Hungary,total,Sanitation,2017,4.44454,432445.806,Faecal sludge treated
IND,India,total,Sanitation,2017,0,0,Faecal sludge treated
IRL,Ireland,total,Sanitation,2017,1.3158,62543.8226,Faecal sludge treated
IRN,Iran (Islamic Republic of),total,Sanitation,2017,26.21727,21150493.65,Sewage treated
IRQ,Iraq,total,Sanitation,2017,0,0,Faecal sludge treated
ISL,Iceland,total,Sanitation,2017,0,0,Faecal sludge treated
ISR,Israel,total,Sanitation,2017,0.18804,15501.53297,Faecal sludge treated
ITA,Italy,total,Sanitation,2017,0.81067,491861.9188,Faecal sludge treated
JAM,Jamaica,total,Sanitation,2017,7.605,222130.6251,Sewage treated
JOR,Jordan,total,Sanitation,2017,8.5003,831825.5952,Faecal sludge treated
JPN,Japan,total,Sanitation,2017,4.25784,5428857.515,Faecal sludge treated
KAZ,Kazakhstan,total,Sanitation,2017,35.31673,6385272.945,Sewage treated
KGZ,Kyrgyzstan,total,Sanitation,2017,0,0,Faecal sludge treated
KIR,Kiribati,total,Sanitation,2017,0,0,Faecal sludge treated
KOR,Republic of Korea,total,Sanitation,2017,1.4931,762920.1976,Faecal sludge treated
KWT,Kuwait,total,Sanitation,2017,0,0,Faecal sludge treated
LAO,Lao People's Democratic Republic,total,Sanitation,2017,0,0,Faecal sludge treated
LBN,Lebanon,total,Sanitation,2017,0.61906,42215.90009,Faecal sludge treated
LBY,Libya,total,Sanitation,2017,1.563,102856.8743,Faecal sludge treated
LIE,Liechtenstein,total,Sanitation,2017,0.025,9.45125,Faecal sludge treated
LSO,Lesotho,total,Sanitation,2017,0,0,Faecal sludge treated
LTU,Lithuania,total,Sanitation,2017,1.0887,30978.19164,Faecal sludge treated
LUX,Luxembourg,total,Sanitation,2017,0.43778,2591.27424,Faecal sludge treated
LVA,Latvia,total,Sanitation,2017,0,0,Faecal sludge treated
MAC,"China, Macao Special Administrative Region",total,Sanitation,2017,0,0,Faecal sludge treated
MAR,Morocco,total,Sanitation,2017,4.51401,1606139.813,Faecal sludge treated
MCO,Monaco,total,Sanitation,2017,0,0,Faecal sludge treated
MDA,Republic of Moldova,total,Sanitation,2017,27.50142,1116471.394,Sewage treated
MDG,Madagascar,total,Sanitation,2017,0,0,Faecal sludge treated
MEX,Mexico,total,Sanitation,2017,2.83387,3536021.359,Faecal sludge treated
MKD,North Macedonia,total,Sanitation,2017,0.51595,10742.08805,Faecal sludge treated
MLI,Mali,total,Sanitation,2017,0,0,Faecal sludge treated
MLT,Malta,total,Sanitation,2017,0,0,Faecal sludge treated
MMR,Myanmar,total,Sanitation,2017,0,0,Faecal sludge treated
MNE,Montenegro,total,Sanitation,2017,1.62406,10191.96886,Faecal sludge treated
MNG,Mongolia,total,Sanitation,2017,0,0,Faecal sludge treated
MUS,Mauritius,total,Sanitation,2017,16.2916,206006.7448,Sewage treated
MWI,Malawi,total,Sanitation,2017,0,0,Faecal sludge treated
MYS,Malaysia,total,Sanitation,2017,0,0,Faecal sludge treated
NER,Niger,total,Sanitation,2017,0,0,Faecal sludge treated
NGA,Nigeria,total,Sanitation,2017,0,0,Faecal sludge treated
NIC,Nicaragua,total,Sanitation,2017,19.22132,1227250.938,Sewage treated
NLD,Netherlands,total,Sanitation,2017,0.10842,18454.60704,Faecal sludge treated
NOR,Norway,total,Sanitation,2017,0.92216,48840.44248,Faecal sludge treated
NPL,Nepal,total,Sanitation,2017,0,0,Faecal sludge treated
NZL,New Zealand,total,Sanitation,2017,0.75859,35669.21,Faecal sludge treated
OMN,Oman,total,Sanitation,2017,20.67516,964687.8036,Sewage treated
PER,Peru,total,Sanitation,2017,3.2807,1031594.348,Faecal sludge treated
PHL,Philippines,total,Sanitation,2017,0,0,Faecal sludge treated
PNG,Papua New Guinea,total,Sanitation,2017,2.88351,243311.735,Sewage treated
POL,Poland,total,Sanitation,2017,17.93868,6808299.107,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2017,0,0,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2017,0.80651,205092.8593,Disposed insitu
PRT,Portugal,total,Sanitation,2017,10.09277,1038397.404,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2017,0,0,Faecal sludge treated
PSE,State of Palestine,total,Sanitation,2017,5.02456,238527.493,Faecal sludge treated
QAT,Qatar,total,Sanitation,2017,0,0,Faecal sludge treated
ROU,Romania,total,Sanitation,2017,14.92201,2932767.053,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2017,3.85584,5611411.445,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2017,0.06825,22590.94074,Faecal sludge treated
SEN,Senegal,total,Sanitation,2017,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2017,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2017,0,0,Faecal sludge treated
SLV,El Salvador,total,Sanitation,2017,1.64235,104915.199,Sewage treated
SMR,San Marino,total,Sanitation,2017,0,0,Faecal sludge treated
SOM,Somalia,total,Sanitation,2017,0,0,Faecal sludge treated
SRB,Serbia,total,Sanitation,2017,0.25585,22590.88915,Faecal sludge treated
STP,Sao Tome and Principe,total,Sanitation,2017,0,0,Faecal sludge treated
SUR,Suriname,total,Sanitation,2017,0,0,Faecal sludge treated
SVK,Slovakia,total,Sanitation,2017,8.13481,443176.7263,Faecal sludge treated
SVN,Slovenia,total,Sanitation,2017,0,0,Faecal sludge treated
SWE,Sweden,total,Sanitation,2017,3.78122,374525.9246,Faecal sludge treated
SWZ,Eswatini,total,Sanitation,2017,3.1695,35650.76636,Sewage treated
TCD,Chad,total,Sanitation,2017,0,0,Faecal sludge treated
TGO,Togo,total,Sanitation,2017,0,0,Faecal sludge treated
THA,Thailand,total,Sanitation,2017,0,0,Faecal sludge treated
TON,Tonga,total,Sanitation,2017,0,0,Faecal sludge treated
TUN,Tunisia,total,Sanitation,2017,0.77575,88694.37026,Faecal sludge treated
TUR,Turkey,total,Sanitation,2017,4.63023,3755879.011,Faecal sludge treated
TUV,Tuvalu,total,Sanitation,2017,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,total,Sanitation,2017,0,0,Faecal sludge treated
UGA,Uganda,total,Sanitation,2017,0.1182,48658.95518,Sewage treated
UKR,Ukraine,total,Sanitation,2017,14.80161,6584898.251,Faecal sludge treated
USA,United States of America,total,Sanitation,2017,8.03709,26127344.25,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2017,0.10398,30574.08238,Faecal sludge treated
WSM,Samoa,total,Sanitation,2017,0,0,Faecal sludge treated
YEM,Yemen,total,Sanitation,2017,2.28938,637245.5619,Faecal sludge treated
ZWE,Zimbabwe,total,Sanitation,2017,0.0402,5723.25787,Faecal sludge treated
