ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
GMB,Gambia,total,Sanitation,2020,0,0,Faecal sludge treated
GNB,Guinea-Bissau,total,Sanitation,2020,0,0,Faecal sludge treated
GRC,Greece,total,Sanitation,2020,3.63752,379140.8948,Faecal sludge treated
GRL,Greenland,total,Sanitation,2020,0,0.00048,Faecal sludge treated
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2020,1.55271,116406.3459,Faecal sludge treated
HND,Honduras,total,Sanitation,2020,1.91521,189694.4632,Faecal sludge treated
HRV,Croatia,total,Sanitation,2020,9.37848,385011.615,Faecal sludge treated
HUN,Hungary,total,Sanitation,2020,3.9734,383844.1737,Faecal sludge treated
IND,India,total,Sanitation,2020,0,0,Faecal sludge treated
IRL,Ireland,total,Sanitation,2020,1.38912,68591.81738,Faecal sludge treated
IRN,Iran (Islamic Republic of),total,Sanitation,2020,30.0628,25250634.94,Sewage treated
IRQ,Iraq,total,Sanitation,2020,0,0,Faecal sludge treated
ISL,Iceland,total,Sanitation,2020,0,0,Faecal sludge treated
ISR,Israel,total,Sanitation,2020,0.18661,16151.78463,Faecal sludge treated
ITA,Italy,total,Sanitation,2020,0.80097,484279.7724,Faecal sludge treated
JAM,Jamaica,total,Sanitation,2020,7.79907,230943.0841,Sewage treated
JOR,Jordan,total,Sanitation,2020,8.23139,839860.2834,Faecal sludge treated
JPN,Japan,total,Sanitation,2020,2.41193,3050522.007,Faecal sludge treated
KAZ,Kazakhstan,total,Sanitation,2020,35.6703,6697707.39,Sewage treated
KGZ,Kyrgyzstan,total,Sanitation,2020,0,0,Faecal sludge treated
KIR,Kiribati,total,Sanitation,2020,0,0,Faecal sludge treated
KOR,Republic of Korea,total,Sanitation,2020,0.5767,295667.9112,Faecal sludge treated
KWT,Kuwait,total,Sanitation,2020,0,0,Faecal sludge treated
LAO,Lao People's Democratic Republic,total,Sanitation,2020,0,0,Faecal sludge treated
LBN,Lebanon,total,Sanitation,2020,0.64374,43938.06334,Faecal sludge treated
LBY,Libya,total,Sanitation,2020,1.56307,107402.973,Faecal sludge treated
LIE,Liechtenstein,total,Sanitation,2020,0.025,9.53425,Faecal sludge treated
LSO,Lesotho,total,Sanitation,2020,0,0,Faecal sludge treated
LTU,Lithuania,total,Sanitation,2020,1.26607,34465.99731,Faecal sludge treated
LUX,Luxembourg,total,Sanitation,2020,0.40365,2526.75775,Faecal sludge treated
LVA,Latvia,total,Sanitation,2020,0,0,Faecal sludge treated
MAC,"China, Macao Special Administrative Region",total,Sanitation,2020,0,0,Faecal sludge treated
MAR,Morocco,total,Sanitation,2020,4.42817,1634460.57,Faecal sludge treated
MCO,Monaco,total,Sanitation,2020,0,0,Faecal sludge treated
MDA,Republic of Moldova,total,Sanitation,2020,27.94322,1127219.341,Sewage treated
MDG,Madagascar,total,Sanitation,2020,0,0,Faecal sludge treated
MEX,Mexico,total,Sanitation,2020,3.13566,4042898.068,Faecal sludge treated
MKD,North Macedonia,total,Sanitation,2020,0.47713,9940.44318,Faecal sludge treated
MLI,Mali,total,Sanitation,2020,0,0,Faecal sludge treated
MLT,Malta,total,Sanitation,2020,0,0,Faecal sludge treated
MMR,Myanmar,total,Sanitation,2020,0,0,Faecal sludge treated
MNE,Montenegro,total,Sanitation,2020,1.98302,12454.61951,Faecal sludge treated
MNG,Mongolia,total,Sanitation,2020,0,0,Faecal sludge treated
MWI,Malawi,total,Sanitation,2020,0,0,Faecal sludge treated
NER,Niger,total,Sanitation,2020,0,0,Faecal sludge treated
NGA,Nigeria,total,Sanitation,2020,0,0,Faecal sludge treated
NIC,Nicaragua,total,Sanitation,2020,19.45115,1288551.736,Sewage treated
NLD,Netherlands,total,Sanitation,2020,0.09434,16165.7478,Faecal sludge treated
NOR,Norway,total,Sanitation,2020,0.95017,51511.26747,Faecal sludge treated
NPL,Nepal,total,Sanitation,2020,0,0,Faecal sludge treated
NZL,New Zealand,total,Sanitation,2020,0,0,Faecal sludge treated
OMN,Oman,total,Sanitation,2020,21.27926,1086651.476,Sewage treated
PER,Peru,total,Sanitation,2020,3.80855,1255748.233,Faecal sludge treated
PHL,Philippines,total,Sanitation,2020,0,0,Faecal sludge treated
PNG,Papua New Guinea,total,Sanitation,2020,3.32774,297733.9198,Sewage treated
POL,Poland,total,Sanitation,2020,17.60884,6664346.812,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2020,0,0,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2020,0.86543,223097.5134,Disposed insitu
PRT,Portugal,total,Sanitation,2020,10.12541,1032458.666,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2020,0,0,Faecal sludge treated
PSE,State of Palestine,total,Sanitation,2020,5.02348,256268.6257,Faecal sludge treated
QAT,Qatar,total,Sanitation,2020,0,0,Faecal sludge treated
ROU,Romania,total,Sanitation,2020,14.91861,2869994.662,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2020,3.76916,5500503.214,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2020,0,0,Faecal sludge treated
SEN,Senegal,total,Sanitation,2020,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2020,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2020,0,0,Faecal sludge treated
SLV,El Salvador,total,Sanitation,2020,1.66167,107778.9631,Sewage treated
SMR,San Marino,total,Sanitation,2020,0,0,Faecal sludge treated
SOM,Somalia,total,Sanitation,2020,0,0,Faecal sludge treated
SRB,Serbia,total,Sanitation,2020,0.2488,21738.62077,Faecal sludge treated
STP,Sao Tome and Principe,total,Sanitation,2020,0,0,Faecal sludge treated
SUR,Suriname,total,Sanitation,2020,0,0,Faecal sludge treated
SVK,Slovakia,total,Sanitation,2020,8.11309,442946.0121,Faecal sludge treated
SVN,Slovenia,total,Sanitation,2020,0,0,Faecal sludge treated
SWE,Sweden,total,Sanitation,2020,3.81373,385159.0897,Faecal sludge treated
SWZ,Eswatini,total,Sanitation,2020,3.1661,36731.96049,Sewage treated
TCD,Chad,total,Sanitation,2020,0,0,Faecal sludge treated
TGO,Togo,total,Sanitation,2020,0,0,Faecal sludge treated
THA,Thailand,total,Sanitation,2020,0,0,Faecal sludge treated
TON,Tonga,total,Sanitation,2020,0,0,Faecal sludge treated
TUN,Tunisia,total,Sanitation,2020,0.78755,93077.07802,Faecal sludge treated
TUR,Turkey,total,Sanitation,2020,4.16627,3513796.105,Faecal sludge treated
TZA,United Republic of Tanzania,total,Sanitation,2020,0,0,Faecal sludge treated
UGA,Uganda,total,Sanitation,2020,0.13378,61193.50364,Sewage treated
UKR,Ukraine,total,Sanitation,2020,15.46732,6764441.812,Faecal sludge treated
USA,United States of America,total,Sanitation,2020,7.37317,24405373.82,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,0.03984,11328.84369,Faecal sludge treated
WSM,Samoa,total,Sanitation,2020,0,0,Faecal sludge treated
YEM,Yemen,total,Sanitation,2020,2.40543,717443.5605,Faecal sludge treated
ZWE,Zimbabwe,total,Sanitation,2020,0.04162,6186.6131,Faecal sludge treated
